Name	Id
mitochondrion Barbus reinii	116041.mitochondrion
mitochondrion Burhinus magnirostris	227170.mitochondrion
Ceratitis capitata	7213
Human adenovirus type 14	10521
Haliotis australis	36092
mitochondrion Neolamprologus leleupi	40189.mitochondrion
Gossypium barbadense	3634
chloroplast Comospermum yedoense	100513.chloroplast
mitochondrion Lyciasalamandra luschani basoglui	156863.mitochondrion
mitochondrion Acanthastrea echinata	51051.mitochondrion
chloroplast Venegasia carpesioides	41659.chloroplast
Aphrocallistes beatrix	398365
chloroplast Rhodocoma fruticosa	282993.chloroplast
mitochondrion Liolaemus platei	235417.mitochondrion
Salmonella enterica subsp. houtenae serovar 45a,b:g,z51:-	286760
Phaeosphaeria sp. L487	65784
mitochondrion Hemorrhois ravergieri	166082.mitochondrion
mitochondrion Draco palawanensis	162348.mitochondrion
Biomphalaria pfeifferi	112525
Nepenthes gracilis	150966
chloroplast Magnolia tripetala	44926.chloroplast
African cassava mosaic virus-[Uganda]	222075
Aphanizomenon flos-aquae NIES-81	284502
Athelia rolfsii	39291
Zymomonas mobilis subsp. mobilis ZM4	264203
Candida dubliniensis	42374
Ossa virus	348015
mitochondrion Anolis chrysolepis	141895.mitochondrion
mitochondrion Pyropteron minianiforme	301042.mitochondrion
mitochondrion Icteria virens	135437.mitochondrion
mitochondrion Varanus jobiensis	169843.mitochondrion
mitochondrion Drosophila tristis	7284.mitochondrion
Gloydius shedaoensis	88083
Porcine rotavirus CN86	44572
mitochondrion Simulium vandalicum	357431.mitochondrion
chloroplast Tillandsia heterophylla	294059.chloroplast
Norovirus Hu/GII/Ina/02/JP	301371
Amaranthus cruentus	117272
Penicillium nalgiovense	60175
Myxine glutinosa	7769
mitochondrion Alethe fuelleborni	228310.mitochondrion
chloroplast Petunia mantiqueirensis	323108.chloroplast
chloroplast Satyria meiantha	180729.chloroplast
mitochondrion Hippocampus kuda	103715.mitochondrion
Fusarium cerealis	56641
Streptomyces sp. SCC 2136	264024
mitochondrion Plethodon cinereus	141976.mitochondrion
Pisum sativum subsp. elatius	47742
Mesoplodon stejnegeri	52114
mitochondrion Cobitis maroccana	134594.mitochondrion
chloroplast Oreochloa disticha	375855.chloroplast
Rosa rugosa	74645
Echinococcus shiquicus	260967
chloroplast Afrocarpus falcatus	56897.chloroplast
chloroplast Coffea arabica	13443.chloroplast
plastid Solanum lycopersicum	4081.plastid
Sinorhizobium sp. BR816	142626
chloroplast Leitneria floridana	83908.chloroplast
mitochondrion Murina ussuriensis	187021.mitochondrion
Flabellia petiolata	189428
Diceros bicornis	9805
chloroplast Clematis pierotii	231657.chloroplast
Leptospira noguchii serovar Saigon	400105
chloroplast Tuberolabium escritorii	331262.chloroplast
Chlorella sorokiniana	3076
mitochondrion Sitana ponticeriana	118235.mitochondrion
mitochondrion Pisum sativum	3888.mitochondrion
chloroplast Grahamia vulcanensis	213818.chloroplast
Bacillus sp. G1-2004	299107
Soybean blistering mosaic virus	408136
chloroplast Stephanandra chinensis	141009.chloroplast
mitochondrion Crocidura kurodai	155306.mitochondrion
Cotton leaf curl Rajasthan virus - [India:Hisa:2003]	369956
Pythium splendens	82926
chloroplast Phyllanthus favieri	319582.chloroplast
Solanum americanum	109975
mitochondrion Dalbulus ebberti	74061.mitochondrion
mitochondrion Paratemnopteryx atra	102998.mitochondrion
Tomato yellow leaf curl China virus - [Y249]	329395
mitochondrion Neopomacentrus cyanomos	196131.mitochondrion
mitochondrion Mustela altaica	92062.mitochondrion
mitochondrion Dendrocopos kizuki	36303.mitochondrion
Cacao swollen shoot virus	31559
Stx1 converting phage	194948
chloroplast Medicago radiata	70968.chloroplast
chloroplast Eryngium bourgatii	46374.chloroplast
chloroplast Hanusia phi	3032.chloroplast
Escherichia coli O13:H11	404392
chloroplast Schizodium obliquum subsp. obliquum	376014.chloroplast
mitochondrion Haematoderus militaris	114305.mitochondrion
Cellulomonas uda	1714
chloroplast Osbornia octodonta	178131.chloroplast
mitochondrion Citrus junos	135197.mitochondrion
Conus californicus	72280
mitochondrion Paracynictis selousi	311560.mitochondrion
Planktothrix agardhii NIVA-CYA 29	329548
Gordonia sp. WQ-01A	378807
Vibrio halioticoli	71388
Enterobacteria phage P2-EC15	358214
Luffa aegyptiaca	3670
mitochondrion Centropus cupreicaudus	81878.mitochondrion
chloroplast Cololejeunea hasskarliana	245878.chloroplast
chloroplast Riccardia palmata	373807.chloroplast
Vairimorpha necatrix	6039
mitochondrion Phytotoma rutila	137534.mitochondrion
chloroplast Psoralea glandulosa	247915.chloroplast
Salmonella enterica subsp. arizonae	59203
Protaetia brevitarsis	348688
Cardamine rivularis	82338
Nectria ipomoeae	57162
'Chlorella' fusca	3073
chloroplast Chamaelirium luteum	112831.chloroplast
mitochondrion Xenocypris hupeinensis	147647.mitochondrion
Cladonema radiatum	264074
chloroplast Carlina vulgaris	41500.chloroplast
mitochondrion Bradypterus mariae	260371.mitochondrion
chloroplast Daphniphyllum sp. 205-82	132527.chloroplast
Ningaui ridei	32553
Rhesus monkey rhadinovirus H26-95	69256
mitochondrion Pternistis adspersus	389014.mitochondrion
mitochondrion Fregetta tropica	37073.mitochondrion
Simian hemorrhagic fever virus	38143
Streptomyces sp. R1128	140437
Acidithiobacillus thiooxidans	930
Staphylococcus intermedius	1285
Lepidium sativum	33125
mitochondrion Nectarinia sovimanga comorensis	234089.mitochondrion
Elderberry latent virus	167018
chloroplast Manicaria saccifera	115496.chloroplast
mitochondrion Scopelogadus mizolepis	143333.mitochondrion
mitochondrion Saccharomyces paradoxus	27291.mitochondrion
Burkholderia sacchari	159450
Apricot latent virus	75387
mitochondrion Montastraea magnistellata	242770.mitochondrion
Rana schmackeri	110116
mitochondrion Puffinus tenuirostris	48684.mitochondrion
Fervidobacterium pennivorans	93466
Macropus parryi	9318
Methanosarcina barkeri str. Fusaro	269797
Nostoc sp. 'Nephroma resupinatum cyanobiont'	77195
mitochondrion Calidris ferruginea	217133.mitochondrion
Porcine rotavirus A strain 134/04-15	334591
chloroplast Lilium regale	82328.chloroplast
mitochondrion Gobiomorphus breviceps	300741.mitochondrion
Spodoptera litura multicapsid nucleopolyhedrovirus	263003
Squash leaf curl Philippines virus	269277
Murid herpesvirus 2	28304
chloroplast Guilleminea densa	217528.chloroplast
Synechococcus sp. WH 8020	32052
Drosophila nigra	7272
Emericella nidulans	162425
chloroplast Crataegus monogyna	140997.chloroplast
Lactococcus lactis phage p2	100641
Aichi virus	72149
Serratia liquefaciens	614
mitochondrion Haliotis rubra	36100.mitochondrion
Sulfolobus sp. Y01 90#-18	303359
Periophthalmus modestus	146921
Luffa begomovirus associated DNA beta	333045
chloroplast Neobarbella comes	170461.chloroplast
Haemophilus influenzae Rd KW20	71421
Ceratocystis resinifera partitivirus	290521
mitochondrion Eurycea quadridigitata	147899.mitochondrion
chloroplast Astrocaryum murumuru	446113.chloroplast
mitochondrion Pterodroma externa	53670.mitochondrion
mitochondrion Ctenomys frater	61867.mitochondrion
Pristionchus sp. 15 RS5229	452809
mitochondrion Chlorella vulgaris	3077.mitochondrion
Rattus losea	69075
chloroplast Romulea monadelpha	152742.chloroplast
mitochondrion Sorex monticolus	62903.mitochondrion
Streptomyces sp. IHS-0435	280509
mitochondrion Megalurus gramineus	260106.mitochondrion
mitochondrion Cricetulus griseus	10029.mitochondrion
chloroplast Ventricularia tenuicaulis	331265.chloroplast
Theileria orientalis	68886
mitochondrion Etheostoma lepidum	54333.mitochondrion
Kosteletzkya virginica	69161
mitochondrion Silene uniflora	39919.mitochondrion
Bacillus sp. C125	417348
Pontella meadi	239965
Human rotavirus G4 strain VA70	10961
Stizostedion vitreum	57868
mitochondrion Artibeus obscurus	40228.mitochondrion
Discosoma striata	105400
mitochondrion Columba palumbus	8934.mitochondrion
mitochondrion Centrocercus urophasianus	9002.mitochondrion
mitochondrion Artibeus jamaicensis paulus	256420.mitochondrion
Malvastrum leaf curl Guangdong virus	377610
Psychrobacter sp. TAD1	81861
Halorubrum sodomense	35743
mitochondrion Helmitheros vermivorus	182932.mitochondrion
chloroplast Monochoria korsakowii	44971.chloroplast
chloroplast Xanthorhiza simplicissima	13762.chloroplast
plastid Cyphanthera albicans	195731.plastid
mitochondrion Regulus calendula	73321.mitochondrion
Chengiopanax sciadophylloides	48093
Biomphalaria tenagophila	112528
Papio sp.	61183
mitochondrion Euprepis auratus	217855.mitochondrion
chloroplast Cercidiphyllum japonicum	13413.chloroplast
chloroplast Persicaria punctata	137688.chloroplast
mitochondrion Etheostoma oophylax	91961.mitochondrion
Lactococcus phage CB17	341690
Ovibos moschatus	37176
Indian peanut clump virus D	119104
chloroplast Phyllanthus wheeleri	319616.chloroplast
Xenopus borealis	8354
chloroplast Pseudobaeckea africana	266444.chloroplast
Pichia methanolica	33166
Mungbean yellow mosaic India virus	223287
Clostridium histolyticum	1498
Mycobacterium lepraemurium	64667
chloroplast Nothofagus cunninghamii	28938.chloroplast
mitochondrion Megapodius pritchardii	177169.mitochondrion
Haloferax mediterranei	2252
Bacillus thuringiensis serovar pondicheriensis	180874
Ganoderma japonicum	36072
mitochondrion Molossus ater	270771.mitochondrion
mitochondrion Ctenodactylus vali	92481.mitochondrion
mitochondrion Draco sumatranus	162354.mitochondrion
Amycolatopsis azurea	36819
mitochondrion Artibeus jamaicensis triomylus	211472.mitochondrion
mitochondrion Lethrinops auritus	32505.mitochondrion
mitochondrion Rhinophylla alethina	138699.mitochondrion
chloroplast Plagiochila deltoidea	280542.chloroplast
Mink enteritis virus strain Abashiri	10793
Gentian mosaic virus	182452
Clethrionomys glareolus	447135
Tomato chlorotic vein virus	172390
chloroplast Plagiostachys sp. LMP-2002-2	200880.chloroplast
chloroplast Plagiostachys sp. LMP-2002-1	200879.chloroplast
Corynebacterium sp. U-96	31944
Stemphylium sp. EGS45-031	235012
Gardner-Arnstein feline leukemia oncovirus B	11824
mitochondrion Maoricicada tenuis	124249.mitochondrion
plastid Dioscorea communis	55634.plastid
Oleispira antarctica	188908
Triticum aestivum/Thinopyrum intermedium alien addition line	218488
chloroplast Pfeiffera miyagawae	154420.chloroplast
chloroplast Eurycoma apiculata	459121.chloroplast
mitochondrion Lyriocephalus scutatus	118218.mitochondrion
mitochondrion Geothlypis speciosa	231569.mitochondrion
mitochondrion Protodendron sp. Proto#4	161709.mitochondrion
mitochondrion Condylura cristata	143302.mitochondrion
Paris tetraphylla	49670
Salinispora tropica CNB-440	369723
mitochondrion Xenopus tropicalis	8364.mitochondrion
Tomato yellow leaf curl China virus-[Y194]	329292
mitochondrion Heteromys desmarestianus (Desmarest's spiny pocket	323367.mitochondrion
Stachytarpheta leaf curl virus - [Hn5.4]	269280
Dehalococcoides sp. CBDB1	255470
mitochondrion Micropsectra kurobemaculata	288868.mitochondrion
Polistes exclamans	27506
Yarrowia lipolytica	4952
chloroplast Fagus japonica	63422.chloroplast
Shewanella putrefaciens CN-32	319224
Lachancea kluyveri	4934
mitochondrion Ninox novaeseelandiae	57242.mitochondrion
mitochondrion Esox lucius	8010.mitochondrion
Borrelia bissettii	64897
Acinetobacter lwoffii	28090
mitochondrion Etheostoma histrio	54332.mitochondrion
Enterobacteria phage PhiD160	131011
mitochondrion Salanoia concolor	219105.mitochondrion
Baboon endogenous virus strain M7	11764
mitochondrion Plethodon vehiculum	154593.mitochondrion
Crucihimalaya himalaica	59289
Cuphea lanceolata	3930
Abies magnifica	3320
Prune dwarf virus	33760
mitochondrion Ailurus fulgens	9649.mitochondrion
mitochondrion Napeogenes pharo	331340.mitochondrion
chloroplast Hibiscus macrophyllus	183247.chloroplast
mitochondrion Zosterops palpebrosus palpebrosus	364581.mitochondrion
Anser cygnoides orientalis	457285
Human herpesvirus 1 strain KOS	10306
Potamon ibericum	348689
Peru tomato mosaic virus	187978
mitochondrion Amazona ochrocephala nattereri	229550.mitochondrion
mitochondrion Molothrus bonariensis	84836.mitochondrion
Bordetella sp. 10d	170622
mitochondrion Secale cereale	4550.mitochondrion
Ictiobus bubalus	7973
Bitis gabonica	8694
mitochondrion Metarhizium anisopliae	5530.mitochondrion
mitochondrion Phrynocephalus interscapularis	118224.mitochondrion
Chaetodon punctatofasciatus	39040
mitochondrion Heliodoxa jacula	304648.mitochondrion
Streptomyces bikiniensis	1896
Bovine rotavirus G10	195477
Drosophila greeni	114631
Okra yellow mosaic Mexico virus - Santa Teresa 2	445980
mitochondrion Tetraselmis aff. maculata	41887.mitochondrion
mitochondrion Pteroptochos tarnii	112107.mitochondrion
Paleosuchus palpebrosus	84099
Trichophyton soudanense	69891
Candidatus Phytoplasma mali	37692
Lactobacillus brevis	1580
Phytophthora megasperma	4788
chloroplast Gonocalyx costaricensis	180703.chloroplast
chloroplast Orithyia edulis	89493.chloroplast
Ralstonia phage RSM1	384359
Streptomyces echinatus	67293
chloroplast Glycyrrhiza pallidiflora	74859.chloroplast
Streptomyces sp. Tu6071	355249
Microtus oeconomus	64717
Pigmentiphaga sp. NDS-2	217064
chloroplast Nissolia hirsuta	114999.chloroplast
Crotalus scutulatus scutulatus	8738
mitochondrion Vireo solitarius solitarius	34951.mitochondrion
mitochondrion Macaca nigra	54600.mitochondrion
mitochondrion Kikihia cutora cutora	140076.mitochondrion
Cercopithecus solatus	147650
Amphiuca crassipes	399438
mitochondrion Microcebus tavaratra	143351.mitochondrion
mitochondrion Myotis tricolor	233765.mitochondrion
chloroplast Ranunculus pallasii	286956.chloroplast
chloroplast Sophora nuttalliana	247913.chloroplast
chloroplast Primula kisoana	262422.chloroplast
mitochondrion Ptereleotris monoptera	166780.mitochondrion
mitochondrion Stenocercus puyango	342349.mitochondrion
chloroplast Heloniopsis leucantha	120001.chloroplast
Uranotaenia sapphirina cypovirus	311554
mitochondrion Diadema antillarum scensionis	146033.mitochondrion
Methylocapsa acidiphila	133552
mitochondrion Maxomys surifer	69081.mitochondrion
mitochondrion Lampornis hemileucus	347499.mitochondrion
mitochondrion Rhinichthys cataractae	340988.mitochondrion
chloroplast Primula advena	175040.chloroplast
Narcissus common latent virus	160844
Hepatitis B virus subtype ADR	106820
mitochondrion Cottus marginatus	304283.mitochondrion
Porcine enteric sapovirus	106333
mitochondrion Streptopelia decaocto	177147.mitochondrion
Mycobacterium avium subsp. avium	44454
Dermatophagoides siboney	370023
Narcine tasmaniensis	257757
mitochondrion Praomys jacksoni	209866.mitochondrion
mitochondrion Geomys attwateri	72447.mitochondrion
mitochondrion Pardosa hyperborea	378663.mitochondrion
chloroplast Potentilla anserina	57926.chloroplast
chloroplast Primula littledalei	370666.chloroplast
mitochondrion Numenius phaeopus	161676.mitochondrion
Bacillus subtilis subsp. subtilis str. 168	224308
Listeria monocytogenes	1639
Campoletis sonorensis ichnovirus	10484
Aspidoscelis uniparens	37197
Human respiratory syncytial virus	410251
Ideonella dechloratans	36863
Desulfitobacterium sp. PCE1	146907
Bartonella henselae	38323
chloroplast Araiostegia parvipinnula	328189.chloroplast
Mus musculus domesticus	10092
Enterobacter sp. BL-2	259839
Human rotavirus serotype 2 / strain 1076	48539
chloroplast Pyrgophyllum yunnanense	199657.chloroplast
chloroplast Fraxinus chinensis	56033.chloroplast
chloroplast Sasa palmata	66038.chloroplast
Burkholderia plantarii	41899
Bacillus thuringiensis serovar aizawai	1433
Tarsius syrichta	9478
Glyptotendipes barbipes	33399
chloroplast Astelia alpina	59056.chloroplast
chloroplast Tillandsia guatemalensis	106480.chloroplast
chloroplast Meteorium illecebrum	137200.chloroplast
mitochondrion Crotaphytus collaris	43591.mitochondrion
Alexandrium fundyense	2932
Euphorbia pekinensis	273621
chloroplast Tepualia stipularis	178177.chloroplast
Rhodococcus sp. DS7	227347
chloroplast Davallia formosana	328199.chloroplast
Anastrepha sororcula	95519
Tobacco leaf curl Yunnan virus -[Y283]	329844
Cotton leaf crumple virus - [California]	335399
Pyrus pyrifolia	3767
mitochondrion Idiurus macrotis (long-eared scaly-tailed flying	101667.mitochondrion
mitochondrion Myotis daubentoni	98922.mitochondrion
chloroplast Rigodium toxarion	206514.chloroplast
mitochondrion Caenorhabditis briggsae	6238.mitochondrion
mitochondrion Cromeria nilotica	299317.mitochondrion
Anastrepha grandis	87114
chloroplast Fagus hayatae	133895.chloroplast
chloroplast Mentzelia arborescens	193484.chloroplast
mitochondrion Maoricicada mangu multicostata	124240.mitochondrion
Fragaria vesca	57918
Volvox carteri f. kawasakiensis	51971
Homo sapiens	9606
mitochondrion Sceloporus siniferus	59719.mitochondrion
chloroplast Berzelia cordifolia	266464.chloroplast
Phaseolus leptostachyus	90562
Norovirus Hu/Beijing/CR2987/2004/CHN	376193
mitochondrion Thamnophis atratus	35000.mitochondrion
Anas platyrhynchos	8839
Tomato yellow leaf curl China virus - [Y303]	329400
mitochondrion Crotalus willardi obscurus	338776.mitochondrion
Escherichia albertii	208962
chloroplast Haworthia fasciata f. fasciata	247108.chloroplast
Tomato leaf curl Bangalore virus-[Ban4]	220935
Ovis aries musimon	9938
mitochondrion Gallus sonneratii	9033.mitochondrion
Wheat dwarf virus - [Sweden]	268789
mitochondrion Hamamelistes sp. 95-21	196532.mitochondrion
mitochondrion Thryothorus genibarbis genibarbis	376306.mitochondrion
chloroplast Toechima erythrocarpum	291006.chloroplast
mitochondrion Capparimyia melanaspis	314369.mitochondrion
Wolbachia endosymbiont of Armadillidium vulgare	77039
chloroplast Samadera sp. C-Ford 4679	459162.chloroplast
mitochondrion Serapias lingua	59355.mitochondrion
mitochondrion Spizaetus cirrhatus	252795.mitochondrion
chloroplast Desmoncus orthacanthos	169989.chloroplast
Conus magus	6492
mitochondrion Ostracion immaculatus	384598.mitochondrion
Apricot aster yellows phytoplasma	238671
mitochondrion Meloidogyne hapla	6305.mitochondrion
mitochondrion Heterodontus francisci	7792.mitochondrion
chloroplast Astragalus atropilosulus	47074.chloroplast
mitochondrion Rhagades pruni	287213.mitochondrion
Cenchrus ciliaris	35872
Cercopithecus erythrogaster erythrogaster	304409
mitochondrion Notarius troschelii	287710.mitochondrion
chloroplast Androlepis skinneri	106431.chloroplast
mitochondrion Craugastor augusti	228429.mitochondrion
Aegilops uniaristata	4492
chloroplast Musa troglodytarum	320322.chloroplast
Pygathrix roxellana	61622
chloroplast Hacquetia epipactis	52473.chloroplast
Phaseolus acutifolius var. latifolius	437601
Zucchini green mottle mosaic virus	111418
chloroplast Tolypella prolifera	97468.chloroplast
mitochondrion Tithorea harmonia	127243.mitochondrion
Golden ide reovirus	185788
Alkaliphilus metalliredigens QYMF	293826
mitochondrion Colobus polykomos	9572.mitochondrion
Tetmemena pustulata	200607
mitochondrion Galaxias vulgaris	66449.mitochondrion
Lupinus angustifolius	3871
Equus burchellii	9790
Vibrio sp. PO-303	331676
mitochondrion Hirundo rustica	43150.mitochondrion
mitochondrion Sceloporus pictus	59717.mitochondrion
Magnaporthe oryzae	318829
Frog virus 3	10493
Fusarium sporotrichioides	5514
chloroplast Agrostis vinealis	247443.chloroplast
Carnation Italian ringspot virus	39443
Escherichia coli K12	83333
Halomonas eurihalina	42566
Gram-negative bacterium TA58	203857
mitochondrion Tristramella simonis	158784.mitochondrion
Mallomonas splendens	52552
chloroplast Sesleria insularis	96052.chloroplast
Hyphomicrobium zavarzinii	48292
mitochondrion Xenotilapia sp. 'papilio sunflower'	240487.mitochondrion
chloroplast Aegilops geniculata	130459.chloroplast
Human rotavirus A strain RMC100	180231
chloroplast Phyllanthus cf. orbicularis Van Ee et al. 389	319599.chloroplast
Pseudomicrothorax dubius	39564
mitochondrion Pseudocalotes brevipes	118226.mitochondrion
chloroplast Populus deltoides	3696.chloroplast
chloroplast Paeonia officinalis	69717.chloroplast
mitochondrion Stethojulis bandanensis	241348.mitochondrion
chloroplast Solanum bulbocastanum	147425.chloroplast
mitochondrion Grus carunculatus	9118.mitochondrion
mitochondrion Jacana spinosa	118786.mitochondrion
Borrelia lonestari	38876
chloroplast Nuphar advena	77111.chloroplast
Gaurochromis sp. 'huge Edward'	303555
Rhabdocalyptus dawsoni	60887
Setaria digitata	48799
chloroplast Disa patula var. transvaalensis	376048.chloroplast
chloroplast Malvaviscus arboreus	93788.chloroplast
chloroplast Phyllanthus chrysanthus	319575.chloroplast
Simian immunodeficiency virus 17E-Fr	160753
chloroplast Magnolia pealiana	86733.chloroplast
mitochondrion Ixos philippinus	374654.mitochondrion
mitochondrion Heliconius ethilla	33418.mitochondrion
Sphaerocarpos donnellii	39027
Leishmania mexicana mexicana	44270
chloroplast Humata banksii	328214.chloroplast
chloroplast Beaucarnea gracilis	203837.chloroplast
Zalophus californianus	9704
mitochondrion Micropsectra junci	288867.mitochondrion
mitochondrion Tupaia belangeri	37347.mitochondrion
chloroplast Sauropus spatulifolius	319621.chloroplast
chloroplast Primula juliae	175076.chloroplast
Siegesbeckia yellow vein virus-[GD27]-associated DNA beta	371413
mitochondrion Stenocercus torquatus	342354.mitochondrion
Tomato leaf curl Philippines virus - [Laguna]	447324
Clostridium botulinum A str. ATCC 19397	441770
Raphanus sativus cryptic virus 1	348449
Raphanus sativus cryptic virus 2	351495
Methylobacterium extorquens	408
Bluetongue virus 17	10903
chloroplast Sinapis alba	3728.chloroplast
mitochondrion Phloeomys sp. RMA-2005	332671.mitochondrion
mitochondrion Alosa immaculata	379818.mitochondrion
mitochondrion Draco guentheri	162344.mitochondrion
Giraffe coronavirus US/OH3/2003	422139
Julidochromis transcriptus	70784
mitochondrion Labeotropheus trewavasae	120210.mitochondrion
chloroplast Derris elliptica	56063.chloroplast
chloroplast Ponera striata	123183.chloroplast
Kluyveromyces lactis	28985
Cancer pagurus	6755
chloroplast Saruma henryi	13258.chloroplast
mitochondrion Amphiglossus splendidus	249452.mitochondrion
mitochondrion Hierophis viridiflavus	166085.mitochondrion
mitochondrion Alouatta sara	121123.mitochondrion
plastid Halimeda melanesica	170425.plastid
mitochondrion Phalaropus lobatus	240204.mitochondrion
Dasheen mosaic virus	29271
mitochondrion Heliconius melpomene melpomene	171917.mitochondrion
Cryptosporidium parvum	5807
Duck hepatitis virus 1 strain 04G	427748
chloroplast Primula deflexa	370657.chloroplast
Clostridium septicum	1504
mitochondrion Aphanius anatoliae anatoliae	195827.mitochondrion
Enterococcus faecalis subsp. liquefaciens	44244
Aggregatibacter segnis	739
mitochondrion Anguilla bicolor pacifica	61126.mitochondrion
Lachesis stenophrys	88085
Frankia sp. ACN14a	102890
mitochondrion Cyanoramphus malherbi	114434.mitochondrion
Anolis sagrei	38937
Shigella boydii Sb227	300268
mitochondrion Lepus tolai	283924.mitochondrion
plastid Phaseolus microcarpus	87068.plastid
Quercus ilex	58334
mitochondrion Enicurus leschenaulti	320572.mitochondrion
mitochondrion Sorex vagrans	62905.mitochondrion
chloroplast Leucobryum juniperoideum	80889.chloroplast
Adeno-associated virus - 1	85106
Adeno-associated virus - 2	10804
Adeno-associated virus - 3	46350
Adeno-associated virus - 4	57579
Adeno-associated virus - 5	82300
Adeno-associated virus - 7	202812
Adeno-associated virus - 8	202813
chloroplast Symbiodinium sp. ex Scolymia sp.	314541.chloroplast
Capra hircus papillomavirus type 1	338903
mitochondrion Ctenomys australis	170736.mitochondrion
chloroplast Isidrogalvia schomburgkiana	284483.chloroplast
chloroplast Geraea canescens	41582.chloroplast
Tomato yellow vein streak virus	55216
mitochondrion Sceloporus hunsakeri	59702.mitochondrion
Neisseria lactamica	486
mitochondrion Apteryx haastii	8823.mitochondrion
mitochondrion Malurus leucopterus leucopterus	228328.mitochondrion
chloroplast Nepenthes hirsuta	150969.chloroplast
chloroplast Rhus choriophylla	298667.chloroplast
Harrisina brillians granulovirus	115813
Ehrlichia sp. Anan	96469
Phytophthora capsici	4784
Aeromonas media	651
Bonasa bonasia	64669
chloroplast Cereus alacriportanus	153846.chloroplast
Malvastrum yellow vein Yunnan virus -[Y160]	329835
Lactobacillus crispatus	47770
Gorilla gorilla graueri	46359
Okra leaf curl Mali virus satellite DNA beta	454128
Clostridium tetani	1513
mitochondrion Profundulus guatemalensis	28770.mitochondrion
mitochondrion Deirochelys reticularia	158819.mitochondrion
mitochondrion Citrullus lanatus	3654.mitochondrion
mitochondrion Uria lomvia	28711.mitochondrion
Sphingomonas sp. CHY-1	279135
Scutigera coleoptrata	29022
chloroplast Symplocos arborea	298542.chloroplast
Citrobacter sp. CI888	419219
mitochondrion Draco boschmai	162337.mitochondrion
mitochondrion Anolis baleatus	235293.mitochondrion
chloroplast Ledermanniella linearifolia	348070.chloroplast
Medicago sativa subsp. falcata	3878
Streptococcus pyogenes serotype M50	342022
Nostoc sp. PCC 9709	70816
mitochondrion Nicator vireo	374638.mitochondrion
Wolbachia sp. group B	41374
mitochondrion Geotrygon montana	115651.mitochondrion
chloroplast Staberoha multispicula	311311.chloroplast
Gremmeniella abietina RNA virus L1	152217
Bacillus sp. KSM-KP43	109322
Gremmeniella abietina RNA virus L2	279539
mitochondrion Dacelo novaenguinea	342389.mitochondrion
Borrelia burgdorferi	139
Colletotrichum capsici	5456
Polygonatum multiflorum	45371
Mycobacterium avium	1764
mitochondrion Alcippe morrisonia davidi	433951.mitochondrion
Penicillium verruculosum	198730
Plethodon cylindraceus	315415
mitochondrion Entosphenus macrostomus	104634.mitochondrion
mitochondrion Norops quercorum	323601.mitochondrion
Leptospira interrogans serovar Hebdomadis	211881
mitochondrion Arothron firmamentum	264149.mitochondrion
mitochondrion Eublepharus turkmenicus	52219.mitochondrion
Lactococcus lactis phage P475	213774
mitochondrion Microlophus albemarlensis	184593.mitochondrion
Human rotavirus SC185	141265
Human endogenous retrovirus HERV-K(II)	135210
Phage fuse 5	45331
mitochondrion Crocuta crocuta	9678.mitochondrion
Vibrio phage KVP40	75320
Vibrio phage Vf33	127509
Acipenser schrenckii	111304
Acidocella facilis	525
Trochodendron aralioides	4407
chloroplast Pinus pinaster	71647.chloroplast
mitochondrion Petunia x hybrida	4102.mitochondrion
Methanothermobacter prophage psiM100	173824
mitochondrion Pteropus vampyrus	132908.mitochondrion
Tilia miqueliana	332109
plastid Diospyros ridleyi	413772.plastid
Leymus chinensis	52714
mitochondrion Vidua macroura	187451.mitochondrion
chloroplast Davallia griffithiana	328200.chloroplast
Neoniphon sammara	47706
Bacillus sp. US149	217368
mitochondrion Rhodomonas salina	52970.mitochondrion
chloroplast Nicotiana megalosiphon	118703.chloroplast
mitochondrion Vampyressa brocki	196701.mitochondrion
mitochondrion Trirhithrum nigerrimum	314370.mitochondrion
Rhodopseudomonas palustris	74570
Arbacia punctulata	7641
Staphylococcus phage G1	292029
mitochondrion Sialia sialis	172413.mitochondrion
chloroplast Utricularia juncea	192295.chloroplast
Nicotiana spegazzinii	200300
mitochondrion Gyps fulvus fulvus	405413.mitochondrion
Thermosynechococcus elongatus	146786
Enterobacteria phage JP34	12019
Bacillus sp. B29	391699
Bacillus sp. B26	117494
Microtus rossiaemeridionalis	30630
chloroplast Thamnochortus arenarius	291124.chloroplast
mitochondrion Hypoderma lineatum	7389.mitochondrion
Acacia ampliceps	178750
mitochondrion Draco rhytisma	162351.mitochondrion
chloroplast Symphyogyna hymenophyllum	129945.chloroplast
Pyrococcus woesei	2262
mitochondrion Chamaeleo africanus	91906.mitochondrion
chloroplast Ulmus pumila	198266.chloroplast
chloroplast Rhus typhina	255348.chloroplast
Simian immunodeficiency virus	349692
Salvelinus fontinalis	8038
plastid Chamaedorea elegans	348465.plastid
Halobacillus halophilus	1570
Bacteroides sp.	29523
chloroplast Paris tetraphylla	49670.chloroplast
Stigmatella sp. KYC1019	322161
Asarum europaeum	49456
chloroplast Mechowia grandiflora	327024.chloroplast
mitochondrion Pteroglossus aracari	283159.mitochondrion
mitochondrion Pavona clavus	367766.mitochondrion
Legionella geestiana	45065
Lactobacillus phage LL-H	12348
Echinometra lucunter	105361
Lactobacillus phage LL-K	106493
Porphyra purpurea	2787
