Name	Id
mitochondrion Brevioleria aelia	331288.mitochondrion
mitochondrion Probezzia sp. nr. sabroski ATB-2002	209719.mitochondrion
mitochondrion Boissoneaua mathewsii	304603.mitochondrion
mitochondrion Acestrura mulsant	304589.mitochondrion
Sudan ebolavirus	386033
chloroplast Garovaglia angustifolia	349109.chloroplast
plastid Dictyosiphon foeniculaceus	64925.plastid
mitochondrion Ithomia drymo	304553.mitochondrion
mitochondrion Gnathopogon elongatus	332172.mitochondrion
Lyngbya aestuarii	118322
chloroplast Myrsine africana	59982.chloroplast
Petunia bajeensis	362391
Halichoerus grypus	9711
Vietnam chinaberry yellows phytoplasma	309161
mitochondrion Microdesmus longipinnis	166773.mitochondrion
chloroplast Tillandsia brevilingua	294040.chloroplast
Trypanosoma danilewskyi	106941
Bartonella phoceensis	270249
mitochondrion Hospitalitermes bicolor	325824.mitochondrion
chloroplast Actinidia macrosperma var. macrosperma	165787.chloroplast
Ureaplasma parvum	134821
Conus ventricosus	117992
Prochlorococcus marinus str. NATL2A	59920
Panolis flammea nucleopolyhedrovirus	10453
Sabal minor	34172
chloroplast Dymondia margaretae	259875.chloroplast
Desulfomonile tiedjei	2358
mitochondrion Chitra vandijki	227462.mitochondrion
mitochondrion Merops bulocki	325340.mitochondrion
chloroplast Solanum physalifolium	45836.chloroplast
mitochondrion Pseudochirops cupreus	37702.mitochondrion
mitochondrion Varanus varius	8559.mitochondrion
Methanosarcina acetivorans C2A	188937
chloroplast Corymbia variegata	176977.chloroplast
mitochondrion Gallus lafayettei	9032.mitochondrion
mitochondrion Echinosorex gymnura	162630.mitochondrion
Heterodontus japonicus	95544
chloroplast Greeneothallus gemmiparus	304442.chloroplast
Oxyrrhis marina	2969
mitochondrion Cervus albirostris	170497.mitochondrion
mitochondrion Oncorhynchus clarkii clarkii (coastal cutthroat	69121.mitochondrion
Campoletis chlorideae ichnovirus	219164
Loris tardigradus	9468
chloroplast Paspalum dilatatum subsp. dilatatum	342058.chloroplast
mitochondrion Haliastur indus girenera	321974.mitochondrion
Porphyra spiralis	31350
chloroplast Vriesea chrysostachys	294103.chloroplast
Vibrio natriegens	691
Lactococcus phage Q64	287414
chloroplast Athalamia pinguis	349372.chloroplast
mitochondrion Sylvia hortensis	216225.mitochondrion
mitochondrion Procellaria aequinoctialis	53665.mitochondrion
Lactobacillus paracasei	1597
Amycolatopsis sp. CsO-2	122087
Rickettsia typhi str. Wilmington	257363
mitochondrion Tropidurus plica	43643.mitochondrion
Pyrococcus sp. GI-H	83521
mitochondrion Ciona intestinalis	7719.mitochondrion
mitochondrion Spermophilus undulatus	99867.mitochondrion
mitochondrion Menosoma cincta	57367.mitochondrion
mitochondrion Rivulus luelingi	60325.mitochondrion
Thuja occidentalis	3317
Norovirus Hu/NLV/Oxford/B8S5/2002/UK	272613
Capronia pilosella	45095
mitochondrion Thalassarche eremita	79645.mitochondrion
Clytia gregaria	27801
mitochondrion Phodopus roborovskii	109678.mitochondrion
Pseudomonas sp. CR-611	329930
Fungia concinna	258443
Influenza A virus PX14-XIII(A/USSR/90/77(H1N1)xA/Pintail	134373
Sweet potato sunken vein virus	39721
mitochondrion Macaca maura	90383.mitochondrion
Ornithoctonus huwena	29017
mitochondrion Monticola explorator	429746.mitochondrion
mitochondrion Tamias dorsalis	45467.mitochondrion
Salmonella phage SETP5	424945
Panax japonicus	44685
Globba winitii	138164
mitochondrion Kobus kob	59530.mitochondrion
chloroplast Dioon tomasellii	182487.chloroplast
Acinetobacter tandoii	202954
mitochondrion Himantura gerrardi	86363.mitochondrion
chloroplast Disa vaginata	175381.chloroplast
Magnetospirillum gryphiswaldense MSR-1	431944
Pseudosciaena crocea	117552
chloroplast Aristolochia iberica	360036.chloroplast
plastid Nicotiana raimondii	200312.plastid
Mus musculus bactrianus	35531
Monosiga brevicollis	81824
Pyrobotrys stellata	3064
mitochondrion Raja radiata	27589.mitochondrion
mitochondrion Roeboides meeki	71263.mitochondrion
Mopeia virus	11629
Candida rugosa	5481
mitochondrion Verasper moseri	98923.mitochondrion
Shewanella frigidimarina	56812
cyanelle Paulinella chromatophora	39717.cyanelle
chloroplast Collinsia grandiflora	68862.chloroplast
Coturnix coturnix	9091
mitochondrion Bufo camerunensis	119760.mitochondrion
Vitis vinifera	29760
Mycovirus FusoV	41171
mitochondrion Phytophthora kernoviae	325452.mitochondrion
Tridacna gigas	80829
Rotavirus str. ALA	101359
Hepatitis E virus	33774
chloroplast Drimys granadensis	224735.chloroplast
Myroides odoratus	256
Salix gilgiana	75556
chloroplast Sorbus americana	193310.chloroplast
Bacillus ohbensis	1481
mitochondrion Aratinga solstitialis	176015.mitochondrion
Panagrellus redivivus	6233
Ipomoea nil	35883
chloroplast Stegolepis parvipetala	142445.chloroplast
Anabaena mendotae	136070
Nostoc sp. SAG 36.92	352805
Crocodylus porosus	8502
mitochondrion Themira flavicoxa	292400.mitochondrion
Cyanea capillata	27804
Norovirus Hu/NLV/Oxford/B5S10/2002/UK	272604
mitochondrion Myiarchus stolidus	238988.mitochondrion
Bursaphelenchus xylophilus	6326
Mycobacterium phage Che9c	205872
mitochondrion Petaurista xanthotis	238835.mitochondrion
Felis silvestris	9683
Streptococcus phage bIL286	151536
Streptococcus phage bIL285	151535
mitochondrion Arctocebus calabarensis	261739.mitochondrion
mitochondrion Pseudocrenilabrus philander	277994.mitochondrion
chloroplast Basiphyllaea hamiltoniana	200636.chloroplast
mitochondrion Cyanoramphus novaezelandiae novaezelandiae (New	114438.mitochondrion
mitochondrion Calumma globifer	179904.mitochondrion
mitochondrion Turdoides plebejus	208070.mitochondrion
Nicotiana obtusifolia	200316
chloroplast Petunia guarapuavensis	362394.chloroplast
Aeromonas sp. CCRC 13980	329135
Siganus guttatus	92439
mitochondrion Synallaxis cinerascens	265635.mitochondrion
mitochondrion Hypoleria lavinia	344645.mitochondrion
Apteryx australis australis	61298
chloroplast Plagiochila subplana	181821.chloroplast
Parietaria judaica	33127
Streptomyces griseoflavus	35619
chloroplast Picea orientalis	224734.chloroplast
mitochondrion Oryx dammah	59534.mitochondrion
Geomys texensis	72448
chloroplast Symplocos caerulescens	298543.chloroplast
mitochondrion Glyphonycteris sylvestris	409029.mitochondrion
chloroplast Littledalea tibetica	375997.chloroplast
Discosoma sp. RC-2004	289055
mitochondrion Ophthalmotilapia ventralis	27755.mitochondrion
chloroplast Silene latifolia	37657.chloroplast
mitochondrion Strongylura scapularis	129069.mitochondrion
Drosophila kuntzei	42027
mitochondrion Microtus townsendii	111841.mitochondrion
Trichosurus vulpecula	9337
mitochondrion Ammodramus henslowii	198936.mitochondrion
Pseudomonas sp. MCI3434	258476
mitochondrion Cecropis abyssinica	317157.mitochondrion
mitochondrion Chorthippus parallelus	37639.mitochondrion
mitochondrion Anolis quadriocellifer	235321.mitochondrion
Dolichos yellow mosaic virus	333968
mitochondrion Piranga ludoviciana	63520.mitochondrion
Corynebacterium diphtheriae	1717
chloroplast Medicago ruthenica	70973.chloroplast
chloroplast Zeylanidium olivaceum	116754.chloroplast
Eupenicillium terrenum	69803
Locusta migratoria manilensis	229990
Ichthyomyzon fossor	245073
Maize stripe virus	12330
Scytalidium lignicola	5539
Salmonella enterica subsp. enterica serovar Typhisuis	41529
Marsilea quadrifolia	13816
chloroplast Actinodaphne glomerata	384288.chloroplast
mitochondrion Buteo leucorrhous	223490.mitochondrion
chloroplast Symplocos tacanensis	251603.chloroplast
Saguinus imperator	9491
mitochondrion Ixodes persulcatus	34615.mitochondrion
chloroplast Pinus herrerae	164244.chloroplast
chloroplast Ceratostema reginaldii	249290.chloroplast
mitochondrion Liberiictis kuhni	210650.mitochondrion
mitochondrion Cottus gobio	100952.mitochondrion
chloroplast Aristolochia pierrei	158568.chloroplast
mitochondrion Rhodeus uyekii	339858.mitochondrion
mitochondrion Cyprinodon radiosus	69139.mitochondrion
Acanthamoeba polyphaga	5757
Sclerotinia homoeocarpa mitovirus	217362
Scallion mosaic virus	157018
mitochondrion Saiga tatarica	34875.mitochondrion
mitochondrion Podiceps cristatus	345573.mitochondrion
chloroplast Penthorum chinense	49684.chloroplast
Natronomonas pharaonis DSM 2160	348780
Microcystis aeruginosa UTEX 'LB 2664'	315521
mitochondrion Myioborus ornatus	328440.mitochondrion
chloroplast Syneilesis palmata	41646.chloroplast
Vipera aspis	8706
chloroplast Sarcothalia scutellata	29245.chloroplast
mitochondrion Chromis multilineata	197888.mitochondrion
plastid Halimeda monile	170428.plastid
Helicoverpa armigera nucleopolyhedrovirus G4	148363
chloroplast Plectrachne pungens	110903.chloroplast
mitochondrion Eliomys quercinus	53277.mitochondrion
Taenia solium	6204
mitochondrion Speonomus longicornis	371512.mitochondrion
Antechinus bellus	71384
Enterobacteria phage Nil3	338345
Enterobacteria phage Nil2	173829
Clostridium sartagoforme	84031
Mycoplasma capricolum subsp. capripneumoniae	40480
Chlorobium chlorochromatii CaD3	340177
mitochondrion Locustella ochotensis	187437.mitochondrion
Drosophila hawaiiensis	46435
Streptomyces phage phiBT1	225588
chloroplast Phaeostroma pustulosum	133517.chloroplast
chloroplast Tillandsia multicaulis	294073.chloroplast
Enterobacteria phage ID22	338112
mitochondrion Tangara chilensis	200162.mitochondrion
Moroccan pepper virus	208086
Sapporo virus-Parkville	336064
mitochondrion Rhamdia sp. aff. wagneri	162148.mitochondrion
mitochondrion Phrynosoma goodei x mcallii	348391.mitochondrion
mitochondrion Pseudapocryptes elongatus	166760.mitochondrion
mitochondrion Pachytriton labiatus	156859.mitochondrion
chloroplast Homalotheciella subcapillata	94492.chloroplast
mitochondrion Anthreptes malacensis	233787.mitochondrion
Euplotes nobilii	184062
mitochondrion Galidictis fasciata	215636.mitochondrion
chloroplast Sarcandra grandifolia	13670.chloroplast
chloroplast Jensenia spinosa	280534.chloroplast
Oculimacula yallundae	86028
Gloydius saxatilis	92067
Morone saxatilis	34816
mitochondrion Hemiphaga novaeseelandiae	262124.mitochondrion
Phodopus roborovskii	109678
chloroplast Stanleya pinnata	72662.chloroplast
Aedes albopictus densovirus	35338
mitochondrion Aythya americana	30385.mitochondrion
chloroplast Amorphophallus angolensis	175717.chloroplast
mitochondrion Grallaria ruficapilla	117150.mitochondrion
chloroplast Utricularia foveolata	192288.chloroplast
chloroplast Hyalopoa lanatiflora	376126.chloroplast
mitochondrion Casuarius bennetti	30463.mitochondrion
Epinephelus tauvina	203262
Enterobacteria phage RB16	329381
Aegiceras corniculatum	59970
Endomyces magnusii	48740
Staphylococcus aureus subsp. aureus NCTC 8325	93061
Pea early-browning virus	12294
Schizaphis graminum	13262
Shigella phage SfII	66284
Campylobacter upsaliensis	28080
mitochondrion Glycaspis brimblecombei	121847.mitochondrion
mitochondrion Artemia franciscana	6661.mitochondrion
Arcobacter cryaerophilus	28198
Rhodovulum sp. OG-KC1M	202819
Bactrocera dorsalis	27457
Chaetodipus baileyi	145407
Gloydius blomhoffi brevicaudus	259325
mitochondrion Timon pater tangitana	399539.mitochondrion
mitochondrion Retropinna semoni	182228.mitochondrion
mitochondrion Naegleria gruberi	5762.mitochondrion
Rattus norvegicus	10116
Enterobacteria phage VTB46	282707
Oxyuranus microlepidotus	111177
mitochondrion Pecari tajacu	9829.mitochondrion
Zoogloea ramigera	350
mitochondrion Xantusia vigilis	8547.mitochondrion
mitochondrion Petromyscus collinus	107279.mitochondrion
Lactobacillus diolivorans	179838
Nitrobacter sp. KB212	174442
mitochondrion Meleagris gallopavo	9103.mitochondrion
Phormidium lapideum	32060
chloroplast Grahamia frutescens	107599.chloroplast
mitochondrion Cyrtocara moorii	30882.mitochondrion
chloroplast Pinus sibirica	62752.chloroplast
Triatoma sordida	65349
mitochondrion Themira minor	292402.mitochondrion
mitochondrion Solanum lycopersicum	4081.mitochondrion
chloroplast Actinidia callosa var. henryi	165782.chloroplast
mitochondrion Candida metapsilosis	273372.mitochondrion
chloroplast Phleum phleoides	204233.chloroplast
Enterobacteria phage P2-EC31	211903
Enterobacteria phage P2-EC30	211902
Salmonella enterica subsp. VII	59208
chloroplast Tillandsia kauffmannii	294065.chloroplast
chloroplast Metrosideros diffusa	119841.chloroplast
chloroplast Pseudoscleropodium purum	94508.chloroplast
chloroplast Limnocharis flava	55477.chloroplast
plastid Arabidopsis halleri	81970.plastid
chloroplast Leucobryum chlorophyllosum	252365.chloroplast
mitochondrion Nasitrema globicephalae	73420.mitochondrion
mitochondrion Natalus major	290562.mitochondrion
Sphingomonas sp. JQL4-5	344390
chloroplast Freesia alba	58988.chloroplast
mitochondrion Hipposideros cervinus	170233.mitochondrion
mitochondrion Stenocercus angulifer	451714.mitochondrion
Pseudomonas citronellolis	53408
mitochondrion Cephalophus natalensis	69299.mitochondrion
chloroplast Polypleurum elongatum	137184.chloroplast
chloroplast Aristolochia pontica	304182.chloroplast
mitochondrion Pternistis castaneicollis	389019.mitochondrion
mitochondrion Simochromis diagramma	43689.mitochondrion
chloroplast Globba flagellaris	240626.chloroplast
mitochondrion Macaca fascicularis philippinensis	90386.mitochondrion
Nostoc sp. 1189P	381331
Rana guentheri	110109
Walrus calicivirus	146073
Acis autumnalis var. oporantha	197776
mitochondrion Cottus sp. UAIC 11013.06	304294.mitochondrion
Haematobia irritans exigua	34678
Yokose virus	64294
Ceratocystis resinifera	95837
mitochondrion Luzuriaga radicans	59097.mitochondrion
Tomato leaf curl New Delhi virus-associated DNA beta	261530
Panicum mosaic virus	40279
Pseudomonas syringae pv. mellea	251721
Panicum miliaceum	4540
mitochondrion Lasiurus sp. MVZ_AD522	159319.mitochondrion
Embellisia didymospora	57730
chloroplast Lepidozamia hopei	179233.chloroplast
mitochondrion Phylloscopus coronatus	125291.mitochondrion
mitochondrion Phymaturus somuncurensis	81831.mitochondrion
chloroplast Wolffiella oblonga	161128.chloroplast
Mesorhizobium ciceri	39645
mitochondrion Saltator striatipectus	129787.mitochondrion
mitochondrion Stenocercus azureus	342332.mitochondrion
chloroplast Quercus tomentella	60424.chloroplast
chloroplast Pseudoscabiosa limonifolia	183566.chloroplast
mitochondrion Grasseichthys gabonensis	299323.mitochondrion
Maize streak virus - A[Gat]	268317
mitochondrion Ceutorhynchus subpubescens	307133.mitochondrion
Curculio glandium	197013
Dunaliella viridis	140095
mitochondrion Orthorhyncus cristatus	111988.mitochondrion
mitochondrion Zosterops maderaspatanus maderaspatanus	364594.mitochondrion
chloroplast Plantago rugelii	101993.chloroplast
Desmodus rotundus	9430
Goatpox virus	186805
Human rotavirus DG8	69831
chloroplast Calamus usitatus	4712.chloroplast
mitochondrion Macrotus californicus	9419.mitochondrion
Enterobacteria phage CP-1639	291401
mitochondrion Rachovia hummelincki	319033.mitochondrion
mitochondrion Cisticola galactotes	405087.mitochondrion
mitochondrion Distoechodon tumirostris	70541.mitochondrion
Bacillus phage Nf	10753
chloroplast Phragmipedium ecuadorense	53135.chloroplast
Corynebacterium glutamicum ATCC 13032	196627
mitochondrion Cryptotis parva	183661.mitochondrion
chloroplast Prunus buergeriana	97305.chloroplast
Tomato leaf curl Guangdong virus	400835
chloroplast Marina scopa	248523.chloroplast
Argyrotaenia velutinana	106492
Sceloporus undulatus	8520
nucleomorph Cricetulus griseus	10029.nucleomorph
chloroplast Maerua kirkii	202646.chloroplast
chloroplast Prunus tomentosa	105667.chloroplast
chloroplast Ranunculus nivalis	286950.chloroplast
mitochondrion Lepisosteus oculatus	7918.mitochondrion
Spirodela polyrrhiza	29656
mitochondrion Poecilia latipunctata	48700.mitochondrion
mitochondrion Ctenomys maulinus	108848.mitochondrion
mitochondrion Arcos sp. KU-149	181474.mitochondrion
Actinoplanes friuliensis	196914
Micrurus corallinus	54390
chloroplast Chamaedorea plumosa	348488.chloroplast
Ursus americanus	9643
Salmonella enterica subsp. enterica serovar Kinshasa	286781
chloroplast Rhus schiedeana	298672.chloroplast
Muscovy duck reovirus S14	407102
mitochondrion Bolomys temchuki	240585.mitochondrion
Antechinus leo	65606
chloroplast Phaeodactylum tricornutum	2850.chloroplast
chloroplast Polyspora kwangsiensis	182316.chloroplast
Molgula occulta	30283
chloroplast Genlisea aurea	192259.chloroplast
Grapevine fleck virus	103722
chloroplast Eustachys distichophylla	110887.chloroplast
Xanthomonas campestris pv. vesicatoria str. 85-10 (Xanthomonas	316273
Lepisma saccharina	50586
Norovirus Hu/GGII.4/Nijmegen083/2004/NL	444134
Histophilus somni	731
Sphingopyxis alaskensis RB2256	317655
Ceratocystis populicola	312341
chloroplast Pinguicula rectifolia	204359.chloroplast
mitochondrion Brettanomyces naardenensis	13370.mitochondrion
mitochondrion Accipiter bicolor	321116.mitochondrion
mitochondrion Diadema sp. DSM4	146042.mitochondrion
mitochondrion Diadema sp. DSM7	146044.mitochondrion
mitochondrion Diadema sp. DSM6	145532.mitochondrion
chloroplast Satyrium microrrhynchum	292295.chloroplast
Plantago mottle virus	312274
mitochondrion Diadema sp. DSM3	146041.mitochondrion
mitochondrion Diadema sp. DSM2	146040.mitochondrion
Escherichia coli O103:K+	404396
chloroplast Disa conferta	376028.chloroplast
mitochondrion Diadema sp. DSM8	146045.mitochondrion
mitochondrion Connochaetes taurinus	9927.mitochondrion
Canarypox virus	44088
Haemophilus ducreyi	730
mitochondrion Sceloporus cowlesi	410309.mitochondrion
chloroplast Euryomyrtus ramosissima	39978.chloroplast
chloroplast Lychnothamnus barbatus	40815.chloroplast
plastid Haworthia aristata	210964.plastid
mitochondrion Eudyptes chrysocome	79626.mitochondrion
Porcine rotavirus strain A411	101352
mitochondrion Agaricia humilis	367765.mitochondrion
chloroplast Nuphar rubrodisca	77107.chloroplast
Ground squirrel hepatitis virus	10406
Herdmania curvata	62068
Ilesha virus	273341
chloroplast Nuphar japonica	54801.chloroplast
chloroplast Nandina domestica	41776.chloroplast
mitochondrion Abudefduf concolor	36214.mitochondrion
chloroplast Elegia fucata	311280.chloroplast
Bienertia sinuspersici	338654
mitochondrion Thomomys mazama	50723.mitochondrion
mitochondrion Rhinolophus affinis	59477.mitochondrion
mitochondrion Scincus scincus	155317.mitochondrion
Triticum urartu	4572
Hyriopsis cumingii	165450
mitochondrion Catostomus commersonii	7971.mitochondrion
Pyrocystis noctiluca	66792
mitochondrion Etheostoma lawrencei	417929.mitochondrion
mitochondrion Diomedea chrysostoma	54025.mitochondrion
Sphenostylis stenocarpa	92480
mitochondrion Chromis atripectoralis	229078.mitochondrion
Lamb rotavirus	28326
Treponema phagedenis	162
mitochondrion Paedocypris sp. Pulau Singkep	432429.mitochondrion
mitochondrion Corythopis torquata	255380.mitochondrion
Caprine herpesvirus 1	39944
chloroplast Humata aff. polypodioides CT1052	328213.chloroplast
Polyomavirus sp.	36362
Anabaena oscillarioides BECID22	267940
mitochondrion Fucus vesiculosus	49266.mitochondrion
mitochondrion Hemitragus jayakari	330465.mitochondrion
Aphanizomenon gracile 219	285684
chloroplast Barbella flagellifera	170465.chloroplast
plastid Phaseolus macrolepis	90564.plastid
chloroplast Seddera hirsuta	197444.chloroplast
Sipunculus nudus	6446
chloroplast Satyria leucostoma	180728.chloroplast
mitochondrion Buteo albicaudatus hypospodius	223487.mitochondrion
mitochondrion Anolis leachi	145400.mitochondrion
Sphingomonas sp. UG30	76070
Malacosoma neustria nucleopolyhedrovirus	38012
chloroplast Phyllanthus vakinankaratrae	319614.chloroplast
chloroplast Primula minor	370668.chloroplast
mitochondrion Buteo rufofuscus	223437.mitochondrion
mitochondrion Pheucticus ludovicianus	135444.mitochondrion
mitochondrion Tangara vitriolina	256463.mitochondrion
Acaryochloris marina MBIC11017	329726
Blomia tropicalis	40697
chloroplast Alpinia elegans	199620.chloroplast
Pinus thunbergii	3350
chloroplast Millettia thonningii	53626.chloroplast
Actinobacillus pleuropneumoniae	715
Bacillus sp. P-2850	188549
Streptomyces cyaneus	1904
Elops saurus	7928
chloroplast Picea likiangensis var. balfouriana	308678.chloroplast
Pseudomonas sp. W7	79900
chloroplast Adelanthus decipiens	402628.chloroplast
Enterobacteria phage NC51	338122
mitochondrion Trichogaster leerii	209241.mitochondrion
Kitasatospora sp. CECT 4991	212367
Middelburg virus	11023
Nicotiana acuminata	4086
mitochondrion Haliaeetus albicilla	8969.mitochondrion
Glomus versiforme	43425
mitochondrion Phoebastria irrorata	54022.mitochondrion
Sarda chiliensis	8231
Coltivirus strain BJ95-75	267783
Okra leaf curl virus-[Mali]	454125
Schizosaccharomyces japonicus	4897
mitochondrion Phoca hispida hispida	211011.mitochondrion
Blaps mucronata	197344
chloroplast Tillandsia fasciculata var. fasciculata	294052.chloroplast
Drosophila pseudoobscura	7237
plastid Cardamine amara	50461.plastid
Papio cynocephalus x Papio anubis	208510
chloroplast Clinopodium vulgare	204222.chloroplast
chloroplast Aeschynomene fascicularis	100137.chloroplast
mitochondrion Pardosa mixta	378664.mitochondrion
mitochondrion Sesia bembeciformis	287197.mitochondrion
mitochondrion Cinclodes aricomae	279544.mitochondrion
Leishmania donovani	5661
chloroplast Neobuxbaumia tetetzo	171976.chloroplast
mitochondrion Tylosurus acus rafale	130047.mitochondrion
plastid Diospyros cayennensis	413730.plastid
Norwalk-like virus NLV/Montgomery/312/1994/US	171845
chloroplast Haworthia limifolia var. stolonifera	247117.chloroplast
chloroplast Baeckea pentagonantha	444494.chloroplast
Micromonospora echinospora	1877
Nostoc sp. PCC 9229	70817
Vibrio logei	688
Peperomia sp. HBG70537	111562
mitochondrion Cecropis semirufa	69505.mitochondrion
mitochondrion Anolis ernestwilliamsi	235303.mitochondrion
mitochondrion Carpodacus roseus	175933.mitochondrion
mouse/rat NG108-15	129386
Sphingomonas sp. Dsp-2	323634
Sulfolobus virus Ragged Hills	256994
Salmonella enterica subsp. enterica serovar Bury	152690
Delftia sp. AN3	173681
chloroplast Rhynchostegiella brachypodia	184667.chloroplast
chloroplast Sonchus asper	50193.chloroplast
chloroplast Halimeda discoidea	118222.chloroplast
mitochondrion Aphanius fasciatus	30736.mitochondrion
Nipah virus	121791
Squash mild leaf curl virus-[Imperial Valley]	223325
Loligo forbesi	6618
chloroplast Stelis harlingii	125504.chloroplast
Mycobacterium fortuitum subsp. fortuitum	144549
chloroplast Symplocos tribracteolata	251606.chloroplast
Mycobacterium phage Pipefish	373413
chloroplast Oenothera berteroana	3950.chloroplast
Drosophila auraria	47315
Bacillus amyloliquefaciens	1390
Spermatozopsis similis	3192
chloroplast Utricularia tridentata	204372.chloroplast
chloroplast Hordeum patagonicum subsp. setifolium	112512.chloroplast
Mitsuaria chitosanitabida	65048
nucleomorph Proteomonas sulcata	77928.nucleomorph
Soil-borne cereal mosaic virus	100887
mitochondrion Rana pretiosa	69834.mitochondrion
chloroplast Phyllanthus madagascariensis	319591.chloroplast
chloroplast Sophora davidii	49839.chloroplast
Enterococcus sp. 130	184735
mitochondrion Aquila wahlbergi	321112.mitochondrion
mitochondrion Clethrionomys rufocanus	36235.mitochondrion
chloroplast Plutarchia ecuadorensis	180719.chloroplast
mitochondrion Rana sylvatica	45438.mitochondrion
Mycobacterium sp. TY-6	373038
Gloydius halys	8714
plastid Phaseolus neglectus	90569.plastid
chloroplast Curcuma elata	136213.chloroplast
chloroplast Dombeya spectabilis	93762.chloroplast
Papilio xuthus	66420
PRCV ISU-1	398815
chloroplast Uniola paniculata	110913.chloroplast
chloroplast Primula elliptica	175060.chloroplast
Citrus hybrid cultivar	171250
mitochondrion Melinaea isocomma	331327.mitochondrion
Bubalus bubalis	89462
mitochondrion Liolaemus nigromaculatus	235415.mitochondrion
chloroplast Manilkara zapota	3741.chloroplast
mitochondrion Vampyroteuthis infernalis	55288.mitochondrion
Noctiluca scintillans	2966
mitochondrion Buteo refectus	223771.mitochondrion
Pneumocystis carinii	4754
Eucinetus sp. APV-2005	292446
chloroplast Adelanthus lindenbergianus	139828.chloroplast
chloroplast Needhamiella pumilio	55237.chloroplast
Salmonella enterica subsp. enterica serovar Bareilly	58096
Avian myeloblastosis-associated virus 1/2	31668
Cacao yellow mosaic virus	12150
Vigna radiata var. radiata	3916
mitochondrion Artamella viridis	125313.mitochondrion
mitochondrion Neurosymploca sp. 2	287223.mitochondrion
mitochondrion Neurosymploca sp. 3	287224.mitochondrion
mitochondrion Homo sapiens	9606.mitochondrion
chloroplast Lundellianthus jaliscensis	183047.chloroplast
chloroplast Primula cusickiana subsp. domensis	272112.chloroplast
chloroplast Ambrosia trifida	4214.chloroplast
chloroplast Sonchus hydrophilus	255580.chloroplast
Agaricia fragilis	165097
mitochondrion Pycnonotus brunneus	270476.mitochondrion
Indian cassava mosaic virus-[Tri]	235655
chloroplast Fouquieria splendens	13533.chloroplast
Clostridium sp. MLG245	301904
mitochondrion Barbus macedonicus	117136.mitochondrion
chloroplast Rhododendron indicum	75581.chloroplast
mitochondrion Drosophila malerkotliana	30036.mitochondrion
Cocksfoot mottle virus	40979
mitochondrion Puffinus puffinus	48688.mitochondrion
mitochondrion Lagorchestes hirsutus	65632.mitochondrion
Bacillus sp. KCTC 0377BP	151211
mitochondrion Mesophylla macconnelli	148094.mitochondrion
mitochondrion Paragonimus ohirai	59629.mitochondrion
Bacillus thuringiensis serovar asturiensis	180892
Salmonella phage SETP13	424949
Salmonella phage SETP12	424946
Salmonella phage SETP11	424948
Salmonella phage SETP10	424923
Salmonella phage SETP14	424924
mitochondrion Anolis distichus	38893.mitochondrion
mitochondrion Triticum monococcum subsp. aegilopoides	52163.mitochondrion
Dendronephthya sp. SSAL-2002	191210
Equine rhinitis A virus	47000
chloroplast Elymus caninus	129741.chloroplast
chloroplast Astragalus arnottianus	90157.chloroplast
Caloramator fervidus	29344
Nostoc sp. 'Protopannaria pezizoides cyanobiont'	357887
Gordonia sp. TY-5	235467
Strawberry vein banding virus	47903
mitochondrion Ficedula albicollis	59894.mitochondrion
Trypanosoma cruzi strain CL Brener	353153
Escherichia coli O26:H-	376724
mitochondrion Veniliornis frontalis	315386.mitochondrion
Sphingobium sp. UG30	262099
Foot-and-mouth disease virus - type Asia 1	110195
Balansia obtecta	40611
mitochondrion Steatomys parvus	107268.mitochondrion
Aleuria aurantia	5188
mitochondrion Myotis macropus	138979.mitochondrion
Phleum pratense	15957
plastid Halimeda borneensis	170407.plastid
mitochondrion Myiarchus tuberculifer	204060.mitochondrion
Honeysuckle yellow vein virus-[UK1]	240866
mitochondrion Etheostoma tecumsehi	417940.mitochondrion
Streptomyces corchorusii	1903
mitochondrion Dobsonia inermis	170214.mitochondrion
Mirabilis jalapa	3538
mitochondrion Anthreptes orientalis	233788.mitochondrion
chloroplast Acorus gramineus	55184.chloroplast
mitochondrion Peromyscus mexicanus	56317.mitochondrion
Sapovirus Hu/Ehime643/March 2000/JP	369964
Acinetobacter sp. AC35	419215
Zea luxurians	15945
mitochondrion Anolis krugi	75258.mitochondrion
chloroplast Pleurothallis tubata	125524.chloroplast
mitochondrion Misgurnus fossilis	7984.mitochondrion
Setaria italica	4555
chloroplast Elegia persistens	311290.chloroplast
mitochondrion Callisaurus draconoides draconoides	330823.mitochondrion
mitochondrion Capra aegagrus	9923.mitochondrion
mitochondrion Hypseleotris compressa	92064.mitochondrion
Theileria sergenti	5877
Natrinema sp. J7	406552
chloroplast Neurachne tenuifolia	4525.chloroplast
Plectreurys tristis	33319
Theileria sp. DJ2	436187
mitochondrion Alticola semicanus	347518.mitochondrion
mitochondrion Cistothorus platensis	241534.mitochondrion
Phage SCI	126990
Caranx delicatissimus	8159
mitochondrion Kikihia nelsonensis	140082.mitochondrion
mitochondrion Phyllastrephus hypochloris	374624.mitochondrion
mitochondrion Icterus dominicensis	105512.mitochondrion
Sarcophaga bullata	7385
mitochondrion Paraneetroplus bulleri	247400.mitochondrion
Classical swine fever virus - Alfort/187	358769
Natrix natrix	100823
Lactococcus phage 712	213769
African green monkey polyomavirus	12480
chloroplast Nicotiana glauca	4090.chloroplast
